"","id","submitdate","lastpage","startlanguage","seed","token","startdate","datestamp","ipaddr","refurl","transdisciplinaryExp.rate.","age","academicAge","familiarWithSI.response.","projectReference","projectReferenceNo","contribToSI.rate.","motivation.pheno.","motivation.prob.","motivation.welfare.","benefitForNonAcademy","impulseForNonAcad.soc.","impulseForNonAcad.econ.","impulseForNonAcad.ecol.","impulseForNonAcad.health.","impulseForNonAcad.tech.","impulseForNonAcad.other.","groupsInvolved.res.","groupsInvolved.busi.","groupsInvolved.civsoc.","groupsInvolved.policy.","groupsInvolved.citiz.","groupsInvolved.media.","groupsInvolved.welfare.","natureOfInvolvement.res.","natureOfInvolvement.busi.","natureOfInvolvement.civsoc.","natureOfInvolvement.policy.","natureOfInvolvement.citiz.","natureOfInvolvement.media.","natureOfInvolvement.welfare.","targetGroupsGoals.socneeds.","targetGroupsGoals.socgroups.","targetGroupsGoals.improve.","targetGroupsGoals.empower.","targetGroupsGoals.diversity.","concepts.pub.","concepts.data.","concepts.code.","concepts.infra.","concepts.review.","concepts2","concepts3","impactTargetGroup.pub.","impactTargetGroup.busi.","impactTargetGroup.socgr.","impactTargetGroup.welfare.","impactTargetGroup.civsoc.","impactTargetGroup.policy.","impactTargetGroup.acad.","kindOfChange.pub.","kindOfChange.busi.","kindOfChange.socgr.","kindOfChange.welfare.","kindOfChange.civsoc.","kindOfChange.policy.","kindOfChange.acad.","kindOfChangeOther","adoptByPolicy.rate.","adoptByPolicyHow.SQ001.","adoptByPolicyHow.SQ002.","adoptByPolicyHow.SQ003.","adoptByPolicyHow.other.","Impactstatements.capab.","Impactstatements.emanc.","Impactstatements.understanding.","Impactstatements.mitig.","Impactstatements.unknown.","Impactstatements.unaddressed.","dissChannels.peer.","dissChannels.mono.","dissChannels.conf.","dissChannels.policy.","dissChannels.trad.","dissChannels.prof.","dissChannels.web.","dissChannels.socmed.","dissChannels.platf.","dissChannels.consult.","dissChannels.events.","dissChannels.public.","scalabilityRating.up.","scalabilityRating.out.","scalabilityRating.deep.","interestInSummary","SIthroughSNSF","resultsHighlight","feedback","thankYou"
"29",35,"2021-09-27 08:36:45",9,"en",1674681159,"BGQooDdi7cwQT1J","2021-09-27 08:26:27","2021-09-27 08:36:45","178.197.232.117","","4","50 to 59","> 15 years","10..fully","Yes",NA,"3","10..fully","6","8","to a large extent","No","No","No","No","No","a lack of historical reflexivity","quite centrally","only marginally","quite centrally","only marginally","quite centrally","quite centrally","no","collaborative (contributory + interpreting data and/or drawing conclusions)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","collaborative (contributory + interpreting data and/or drawing conclusions)","collaborative (contributory + interpreting data and/or drawing conclusions)","collaborative (contributory + interpreting data and/or drawing conclusions)","consultative (provide information via interviews, online questionnaires, etc.)","","true","true","true","true","true","yes","yes","no","no","no","Yes","No","10..to a high degree","0..not at all","10..to a high degree","3","6","3","8","changing understanding","","changing awareness","changing understanding","changing awareness","changing understanding","changing awareness","","10..full extent","No","No","No","Changed awareness about historical events","6","10..full extent","7","8","10..full extent","10..full extent","yes","yes","yes","no","yes","yes","yes","yes","no","no","yes","yes","6","7","7","no","","","",NA
"30",37,"2021-09-27 08:49:23",9,"en",382178034,"sN6xjiVjaEMlx5y","2021-09-27 08:30:02","2021-09-27 08:49:23","77.57.52.106","","7","50 to 59","> 15 years","0..not at all","Yes",NA,"","7","6","8","to a large extent","No","No","No","No","No","improve education","quite centrally","no","no","no","no","no","no","co-created (collaborative + participated in designing study and/or determining objectives)","","","","","","","false","false","true","true","true","yes","yes","no","no","no","Yes","No","0..not at all","0..not at all","0..not at all","10..to a high degree","0..not at all","0..not at all","2","","","","changing attitude","","","","","2","N/A","N/A","N/A","","7","7","1","0..not at all","0..not at all","1","yes","yes","yes","no","no","no","yes","no","no","yes","yes","yes","10..very highly scalable","10..very highly scalable","1","yes","","","",NA
"31",38,"2021-09-27 08:46:55",9,"en",288461204,"ivMzqmebHLWqziS","2021-09-27 08:30:49","2021-09-27 08:46:55","129.194.178.12","","10..highly experienced","60 to 69","> 15 years","0..not at all","Yes",NA,"","10..fully","0..not at all","2","to a minor extent","No","No","No","No","No","To participate to the desire of Society to get a better understanding of the position of human being in the cosmos","only marginally","no","no","no","only marginally","only marginally","only marginally","consultative (provide information via interviews, online questionnaires, etc.)","","","","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","false","true","false","false","true","yes","yes","yes","yes","yes","Yes","No","3","0..not at all","3","3","0..not at all","0..not at all","10..to a high degree","changing understanding","","changing understanding","changing understanding","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","yes","yes","yes","no","yes","yes","yes","no","yes","yes","yes","yes","","","","yes","","Astrophysics has some indirect and direct links with Society. Indirect links are those links that allow to promote diversity in Academic world, in giving path for academic carrier to diversity. Indirectly astrophysics fosters technological development by the specific devices that are needed to improve the collection, analysis of data, by exploring some frontiers in physics and by educating general people on the position of humanity in the Cosmos.","Although astrophysical sciences, as in general fundamental reserach, have not directly as an objective to improve some specific societal problem, it constitutes an activity that is part of the human culture and thus participates in making (wo)mankind becoming more and more aware and lucid about her/his position in the Universe. It is also a fantastic area for promoting a rational attitude towards reality and is thus a tool to cultivate a critical and reasonable mind.",NA
"32",39,"2021-09-27 09:25:10",9,"en",559963651,"Qoyazx2ZAY3B9gu","2021-09-27 08:34:59","2021-09-27 09:25:10","193.134.187.46","","5","50 to 59","> 15 years","0..not at all","Yes",NA,"","10..fully","10..fully","1","to a minor extent","No","No","Yes","No","Yes","","only marginally","","","only marginally","quite centrally","only marginally","no","co-created (collaborative + participated in designing study and/or determining objectives)","","","consultative (provide information via interviews, online questionnaires, etc.)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","false","false","false","false","true","yes","yes","no","no","no","No","No","5","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","changing understanding","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","5","0..not at all","0..not at all","0..not at all","10..full extent","10..full extent","yes","yes","yes","no","yes","yes","yes","no","no","yes","yes","yes","1","8","0..not scalable at all","yes","","In the Alps, fissures minerals formed not at once, but episodically between 90 and 5 Million years.","Tectonic movements do not only cause the formation Alpine fissures, but they also cause deformation of the fluid-filled fissures, leading to chemical disequilibrium,  to dissolution of minerals from the surrounding rock, and to crystallization of minerals in the fissures.",NA
"33",41,"2021-09-27 08:53:45",9,"en",1054840456,"oYj2eSf3baNqMuh","2021-09-27 08:39:21","2021-09-27 08:53:45","130.60.196.4","","6","60 to 69","> 15 years","0..not at all","Yes",NA,"","10..fully","10..fully","10..fully","no","No","No","No","Yes","Yes","","only marginally","no","no","no","no","no","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","","","","","","","","yes","no","no","yes","no","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","7","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","yes","yes","yes","no","no","no","no","no","no","no","no","no","","","","yes","","","",NA
"34",42,"2021-09-27 08:49:09",9,"en",1743424566,"NKuMud1HBVoIy4T","2021-09-27 08:41:28","2021-09-27 08:49:09","130.60.94.196","","3","40 to 49","11-15 years","0..not at all","Yes",NA,"","10..fully","10..fully","2","to a minor extent","No","No","No","No","No","","only marginally","no","no","no","no","only marginally","no","consultative (provide information via interviews, online questionnaires, etc.)","","","","","consultative (provide information via interviews, online questionnaires, etc.)","","false","false","false","false","true","yes","yes","yes","no","yes","No","No","2","1","5","3","1","1","5","","","","","","","","","Not applicable","N/A","N/A","N/A","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","yes","no","no","no","no","no","yes","yes","yes","no","yes","yes","Not applicable","Not applicable","Not applicable","no","","","",NA
"35",43,"2021-09-27 08:50:55",9,"en",1104520147,"ostVBAx3HHd4jXH","2021-09-27 08:46:33","2021-09-27 08:50:55","146.232.65.237","","7","50 to 59","> 15 years","3","Yes",NA,"","10..fully","0..not at all","0..not at all","no","No","No","No","No","No","","quite centrally","no","no","no","no","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","","","","","","","yes","yes","yes","no","no","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","5","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","7","yes","no","no","no","no","yes","yes","no","yes","no","no","no","","","","yes","","","",NA
"36",45,"2021-09-27 14:26:42",9,"en",919377095,"3tp0ozcvpYFMEp6","2021-09-27 08:57:37","2021-09-27 14:26:42","37.173.128.25","","9","50 to 59","> 15 years","7","Yes",NA,"7","9","8","8","to a minor extent","Yes","No","No","Yes","No","","quite centrally","no","quite centrally","only marginally","quite centrally","no","quite centrally","collaborative (contributory + interpreting data and/or drawing conclusions)","","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","consultative (provide information via interviews, online questionnaires, etc.)","true","true","true","true","true","no","yes","no","yes","yes","Yes","No","2","1","10..to a high degree","8","8","7","7","","","changing understanding","changing awareness","changing awareness","changing awareness","changing understanding","","8","Yes","No","No","","8","8","9","Not applicable","7","8","yes","yes","yes","no","yes","yes","no","yes","no","no","yes","no","","","7","yes","","","",NA
"37",46,"2021-09-27 09:06:18",9,"en",347143855,"WgaNNZNKaiBuWLO","2021-09-27 09:01:46","2021-09-27 09:06:18","131.152.115.75","","9","60 to 69","> 15 years","6","Yes",NA,"7","8","9","10..fully","to a large extent","No","No","Yes","No","No","","only marginally","no","no","no","no","only marginally","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","consultative (provide information via interviews, online questionnaires, etc.)","","false","false","true","false","false","yes","yes","no","no","yes","No","Yes","3","2","0..not at all","0..not at all","4","3","7","changing attitude","","","","changing awareness","changing awareness","changing attitude","","2","N/A","N/A","N/A","","5","0..not at all","6","3","0..not at all","0..not at all","yes","yes","yes","no","no","yes","yes","no","no","yes","yes","yes","6","0..not scalable at all","2","yes","","","",NA
"38",48,"2021-09-27 09:12:34",9,"en",2030259171,"4JUEfvRUlF7487j","2021-09-27 09:03:27","2021-09-27 09:12:34","129.194.133.30","","6","50 to 59","> 15 years","4","Yes",NA,"","10..fully","10..fully","5","to a minor extent","Yes","No","No","Yes","Yes","","quite centrally","no","no","no","no","no","no","co-created (collaborative + participated in designing study and/or determining objectives)","","","","","","","false","false","true","false","true","no","no","no","no","yes","Yes","No","5","0..not at all","0..not at all","8","0..not at all","0..not at all","8","changing understanding","","","changing understanding","","","changing understanding","","5","No","No","No","more sensible","4","3","7","0..not at all","9","6","yes","yes","yes","no","yes","yes","no","yes","no","no","no","no","6","6","7","no","","","",NA
"39",49,"2021-09-28 17:04:15",9,"en",1805624465,"FF6Tq7M3X3njYFE","2021-09-27 09:08:47","2021-09-28 17:04:15","85.0.164.89","","","","","","Yes",NA,"","10..fully","","10..fully","to a large extent","No","No","No","Yes","No","","quite centrally","no","no","no","only marginally","no","no","co-created (collaborative + participated in designing study and/or determining objectives)","","","","consultative (provide information via interviews, online questionnaires, etc.)","","","false","false","true","false","false","yes","","","","","Yes","Yes","6","0..not at all","1","6","0..not at all","0..not at all","8","","","","changing understanding","","","changing understanding","","","N/A","N/A","N/A","","Not applicable","Not applicable","5","Not applicable","8","8","yes","","yes","","","","yes","yes","","","","","6","Not applicable","Not applicable","yes","","","",NA
"40",50,"2021-09-27 09:17:57",9,"en",1315748850,"gUHyvtlszy69Ola","2021-09-27 09:08:59","2021-09-27 09:17:57","2001:67c:10ec:240b:8000::14b","","6","60 to 69","> 15 years","5","Yes",NA,"2","3","6","8","to a minor extent","No","No","No","Yes","No","","quite centrally","no","no","no","no","only marginally","only marginally","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","consultative (provide information via interviews, online questionnaires, etc.)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","false","false","true","false","true","yes","yes","no","no","no","Yes","No","6","1","1","1","0..not at all","0..not at all","8","changing understanding","","","","","","changing understanding","","2","N/A","N/A","N/A","","2","1","6","2","0..not at all","0..not at all","yes","no","yes","no","yes","no","yes","no","no","no","no","yes","4","5","0..not scalable at all","yes","","","",NA
